2026-06-15 09:59:01.560 -05:00 [INF] === Iniciando Mozo API === {"MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 09:59:06.131 -05:00 [INF] ==> GET / | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ea9e7f82b4812f2a6dfbd7aeba1da3f4-eb0e16fd0a45880b-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50D:00000001","RequestPath":"/","ConnectionId":"0HNMATQIFG50D","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.409 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-e377a2b0a14ee6749a7008353e381216-bde4c3d3ee9f39c0-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000001D","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.409 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ad7a14570d0e8a961d13cdf700f808d3-d8038554c4e80bca-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000001F","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.410 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-3b5a8fc2de925aa7b0f3328e2354019a-de7da71e1e06a53c-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000021","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.415 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-4431561f7f32e003423be5384d3aea91-1fdf747f2f84974c-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000029","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.418 -05:00 [INF] ==> OPTIONS /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-07fd74684c7da2b995fba693e68e5988-4fcf0894cd090a1a-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000002D","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.422 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo | Status: 204 | Duración: 12ms | Usuario: Anonymous | TraceId: 00-03fa023e5761b531ea8e9cac47ae3b19-4e448037681efa73-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000001B","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.425 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo | Status: 204 | Duración: 11ms | Usuario: Anonymous | TraceId: 00-a0972a52d86500c4c378621eff2436b6-2f9b638d62fee1e0-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000002B","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.430 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo | Status: 204 | Duración: 20ms | Usuario: Anonymous | TraceId: 00-5b89ebe50c305d0cf4d9bcbcc3873032-095dd48ece6f23f3-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000025","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.436 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo | Status: 204 | Duración: 25ms | Usuario: Anonymous | TraceId: 00-a933a42a55023d7d763fe34a53aa6587-7a56d87512b9ed94-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000023","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.441 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo | Status: 204 | Duración: 28ms | Usuario: Anonymous | TraceId: 00-80190efdd8af5aa5bef827f574ae1807-32c127d7b291acb3-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000027","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.446 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo | Status: 204 | Duración: 36ms | Usuario: Anonymous | TraceId: 00-e377a2b0a14ee6749a7008353e381216-bde4c3d3ee9f39c0-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000001D","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.450 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo | Status: 204 | Duración: 41ms | Usuario: Anonymous | TraceId: 00-ad7a14570d0e8a961d13cdf700f808d3-d8038554c4e80bca-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000001F","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.456 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo | Status: 204 | Duración: 46ms | Usuario: Anonymous | TraceId: 00-3b5a8fc2de925aa7b0f3328e2354019a-de7da71e1e06a53c-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000021","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.460 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo | Status: 204 | Duración: 45ms | Usuario: Anonymous | TraceId: 00-4431561f7f32e003423be5384d3aea91-1fdf747f2f84974c-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000029","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.465 -05:00 [INF] <== OPTIONS /seguridad/empresa-modulo | Status: 204 | Duración: 46ms | Usuario: Anonymous | TraceId: 00-07fd74684c7da2b995fba693e68e5988-4fcf0894cd090a1a-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000002D","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.482 -05:00 [INF] ==> GET /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-610f141fae4c98e59821a068c31409d2-b1c3366d3488de28-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000031","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.494 -05:00 [INF] ==> GET /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-093bce45a8c48703fbac7394fbfcdfd2-a52fbf89b9d3d8dc-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000035","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.505 -05:00 [INF] ==> GET /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-22366c1da03a4789246899e4ff845b41-6eb6e1374c6ac1fa-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000039","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.499 -05:00 [INF] ==> GET /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-4c30d27a4ed2e011287a1ef5283be971-7c5e14bf7cf265ce-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000037","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.510 -05:00 [INF] ==> GET /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-7ad4f9eca092cc4a6c1ae84dbfea95a2-9e0651a6e04e6eaf-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000003B","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.515 -05:00 [INF] ==> GET /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-19ee7253046d7911ade6401dff7ca4ca-596ba4aecf3432a7-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000003D","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.527 -05:00 [INF] ==> GET /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-cb7e41c7e29a96e42c005a3706bd9baa-a03457ea433c21b0-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000041","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.522 -05:00 [INF] ==> GET /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-6602123c31ce117944dda494ac0084c4-3667e222072ff88c-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000003F","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.488 -05:00 [INF] ==> GET /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-fba3e3eab3a23eb974c2583c92096925-b5945cad6dd70859-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000033","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.473 -05:00 [INF] ==> GET /seguridad/empresa-modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-635b16ce365136f9062c03911de8a93d-64b80684d4417386-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000002F","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.561 -05:00 [INF] <== GET /seguridad/empresa-modulo | Status: 200 | Duración: 61ms | Usuario: Anonymous | TraceId: 00-4c30d27a4ed2e011287a1ef5283be971-7c5e14bf7cf265ce-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000037","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.561 -05:00 [INF] <== GET /seguridad/empresa-modulo | Status: 200 | Duración: 66ms | Usuario: Anonymous | TraceId: 00-093bce45a8c48703fbac7394fbfcdfd2-a52fbf89b9d3d8dc-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000035","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.587 -05:00 [INF] <== GET /seguridad/empresa-modulo | Status: 200 | Duración: 76ms | Usuario: Anonymous | TraceId: 00-7ad4f9eca092cc4a6c1ae84dbfea95a2-9e0651a6e04e6eaf-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000003B","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.563 -05:00 [INF] <== GET /seguridad/empresa-modulo | Status: 200 | Duración: 57ms | Usuario: Anonymous | TraceId: 00-22366c1da03a4789246899e4ff845b41-6eb6e1374c6ac1fa-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000039","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.593 -05:00 [INF] <== GET /seguridad/empresa-modulo | Status: 200 | Duración: 77ms | Usuario: Anonymous | TraceId: 00-19ee7253046d7911ade6401dff7ca4ca-596ba4aecf3432a7-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000003D","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.563 -05:00 [INF] <== GET /seguridad/empresa-modulo | Status: 200 | Duración: 80ms | Usuario: Anonymous | TraceId: 00-610f141fae4c98e59821a068c31409d2-b1c3366d3488de28-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000031","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.574 -05:00 [INF] <== GET /seguridad/empresa-modulo | Status: 200 | Duración: 52ms | Usuario: Anonymous | TraceId: 00-6602123c31ce117944dda494ac0084c4-3667e222072ff88c-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000003F","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.567 -05:00 [INF] <== GET /seguridad/empresa-modulo | Status: 200 | Duración: 39ms | Usuario: Anonymous | TraceId: 00-cb7e41c7e29a96e42c005a3706bd9baa-a03457ea433c21b0-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000041","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.580 -05:00 [INF] <== GET /seguridad/empresa-modulo | Status: 200 | Duración: 91ms | Usuario: Anonymous | TraceId: 00-fba3e3eab3a23eb974c2583c92096925-b5945cad6dd70859-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000033","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:20:58.593 -05:00 [INF] <== GET /seguridad/empresa-modulo | Status: 200 | Duración: 119ms | Usuario: Anonymous | TraceId: 00-635b16ce365136f9062c03911de8a93d-64b80684d4417386-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000002F","RequestPath":"/seguridad/empresa-modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:21:01.204 -05:00 [INF] ==> OPTIONS /seguridad/modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-64b053649acf81c54bfa37ffa28fb6d6-6a889cb5e4f47ec0-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000043","RequestPath":"/seguridad/modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:21:01.222 -05:00 [INF] <== OPTIONS /seguridad/modulo | Status: 204 | Duración: 17ms | Usuario: Anonymous | TraceId: 00-64b053649acf81c54bfa37ffa28fb6d6-6a889cb5e4f47ec0-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000043","RequestPath":"/seguridad/modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:21:01.228 -05:00 [INF] ==> GET /seguridad/modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-8dfed831bdd61728c5e3b1522ac79f5a-cfafde11d45bf7e1-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000045","RequestPath":"/seguridad/modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:21:01.237 -05:00 [INF] <== GET /seguridad/modulo | Status: 200 | Duración: 9ms | Usuario: Anonymous | TraceId: 00-8dfed831bdd61728c5e3b1522ac79f5a-cfafde11d45bf7e1-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000045","RequestPath":"/seguridad/modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:21:13.888 -05:00 [INF] ==> OPTIONS /seguridad/modulo/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-51dbdf8758142ee19dfda075ca8457c4-6b1cd5449e6a0d31-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000047","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:21:13.910 -05:00 [INF] <== OPTIONS /seguridad/modulo/active | Status: 204 | Duración: 22ms | Usuario: Anonymous | TraceId: 00-51dbdf8758142ee19dfda075ca8457c4-6b1cd5449e6a0d31-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000047","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:21:13.926 -05:00 [INF] ==> GET /seguridad/modulo/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-39e887b44c3517597eb94037188dfcc6-794b59d6ec25cac4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000049","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:21:13.943 -05:00 [INF] <== GET /seguridad/modulo/active | Status: 200 | Duración: 16ms | Usuario: Anonymous | TraceId: 00-39e887b44c3517597eb94037188dfcc6-794b59d6ec25cac4-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:00000049","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:21:14.462 -05:00 [INF] ==> GET /seguridad/modulo/active | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-ca6c1fc49182472672d09cf8fae80d87-625bd4cb13c27db1-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000004B","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:21:14.475 -05:00 [INF] <== GET /seguridad/modulo/active | Status: 200 | Duración: 12ms | Usuario: Anonymous | TraceId: 00-ca6c1fc49182472672d09cf8fae80d87-625bd4cb13c27db1-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000004B","RequestPath":"/seguridad/modulo/active","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:22:41.076 -05:00 [INF] ==> OPTIONS /seguridad/modulo | Usuario: Anonymous | Empresa: N/A | IP: ::1 | TraceId: 00-39a52195855b4e950638f1324db32c0d-2e365765736e1da6-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000004D","RequestPath":"/seguridad/modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
2026-06-15 10:22:41.093 -05:00 [INF] <== OPTIONS /seguridad/modulo | Status: 204 | Duración: 17ms | Usuario: Anonymous | TraceId: 00-39a52195855b4e950638f1324db32c0d-2e365765736e1da6-00 {"SourceContext":"Mozo.ApiSeguridad.Helper.Exceptions.RequestLoggingMiddleware","RequestId":"0HNMATQIFG50F:0000004D","RequestPath":"/seguridad/modulo","ConnectionId":"0HNMATQIFG50F","MachineName":"DNROP0526","EnvironmentName":"Development","Application":"Mozo.Api"}
